species,inchi,smiles,mult,ANL1,ANL0,Ladder,Best
! These are all in kcal/mol.
CNCN,"InChI=1S/C2N2/c1-4-2-3","[C-]#[N+]C#N",1,0,98.58670534,98.72924642,98.72924642
NCCHN,"InChI=1S/C2HN2/c3-1-2-4/h1H","[N]=CC#N",2,0,98.60396199,98.46234162,98.46234162
NCNCHa,"InChI=1S/C2HN2/c1-4-2-3/h1H","[CH]=NC#N",2,0,123.1516621,123.2942031,123.2942031
NCNCHb,"InChI=1S/C2HN2/c1-4-2-3/h1H","[CH]=NC#N",2,0,123.1516621,123.2942031,123.2942031
CHCNN,"InChI=1S/C2HN2/c1-2-4-3/h1H","C#CN=[N]",2,0,135.0523169,135.1533124,135.1533124
NO,"InChI=1S/NO/c1-2","[N]=O",2,21.7708241,21.79277821,21.7708241,21.7708241
HNO,"InChI=1S/HNO/c1-2/h1H","N=O",1,26.24029645,26.21531596,26.24029645,26.24029645
NH2O,"InChI=1S/H2NO/c1-2/h1H2","N[O]",2,16.85738284,17.00049458,16.85738284,16.85738284
NHOH,"InChI=1S/H2NO/c1-2/h1-2H","[NH]O",2,24.13171805,24.094913,24.13171805,24.13171805
NH2OH,"InChI=1S/H3NO/c1-2/h2H,1H2","NO",1,-7.893067443,-7.973913334,-7.893067443,-7.893067443
NNO,"InChI=1S/N2O/c1-2-3","[N-]=[N+]=O",1,20.70165501,20.41179226,20.41969225,20.70165501
NHNOa,"InChI=1S/HN2O/c1-2-3/h1H","N=N[O]",2,50.24247791,49.86986404,49.87776403,50.24247791
NHNOb,"InChI=1S/HN2O/c1-2-3/h1H","N=N[O]",2,50.24247791,49.86986404,49.87776403,50.24247791
NHNOHa,"InChI=1S/H2N2O/c1-2-3/h(H2,1,3)","N=NO",1,0,20.97094431,-19999976.95,-19999976.95
NHNOHb,"InChI=1S/H2N2O/c1-2-3/h(H2,1,3)","N=NO",1,0,20.97094431,-19999976.95,-19999976.95
ONHO,"InChI=1S/HNO2/c2-1-3/h1H","[O]N[O]",1,-8.56671026,-8.716034093,-9.002257573,-8.56671026
NH2N(O)O,"InChI=1S/H2N2O2/c1-2(3)4/h1H2","N[N+](=O)[O-]",1,0,4.077522414,3.944493633,3.944493633
NHN(O)OH,"InChI=1S/H2N2O2/c1-2(3)4/h(H2,1,3,4)","N=[N+]([O-])O",1,0,12.90948163,12.83013528,12.83013528
NH2ONO,"InChI=1S/H2N2O2/c1-4-2-3/h1H2","NON=O",1,0,22.80219172,22.98886399,22.98886399
ON(OH)O,"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)","O=[N+]([O-])O",1,0,-29.65735401,-29.8627316,-29.8627316
ONOOH,"InChI=1S/HNO3/c2-1-4-3/h3H","O=NOO",1,0,-1.733052903,-1.578644077,-1.578644077
NCO,"InChI=1S/CNO/c2-1-3","N#C[O]",2,30.26979603,30.21860439,30.05937286,30.26979603
NHCO,"InChI=1S/CHNO/c2-1-3/h2H","N=C=O",1,-27.65093952,-27.77627254,-27.76817087,-27.65093952
NCOH,"InChI=1S/CHNO/c2-1-3/h3H","N#CO",1,-2.959984081,-3.042415574,-2.98676451,-2.959984081
CHNOa,"InChI=1S/CHNO/c1-2-3/h1H","C#[N+][O-]",1,40.68767658,40.59187746,40.53798322,40.68767658
CHNOb,"InChI=1S/CHNO/c1-2-3/h1H","C#[N+][O-]",1,40.68767658,40.59187746,40.53798322,40.68767658
CNOH,"InChI=1S/CHNO/c1-2-3/h3H","[C-]#[N+]O",1,56.20382402,56.17407765,56.30822986,56.20382402
CH2NO,"InChI=1S/CH2NO/c1-2-3/h1H2","C=N[O]",2,0,38.34670451,38.29281026,38.29281026
CHNOHa,"InChI=1S/CH2NO/c1-2-3/h1,3H","[CH]=NO",2,0,61.45601821,61.59017042,61.59017042
CHNOHb,"InChI=1S/CH2NO/c1-2-3/h1,3H","[CH]=NO",2,0,61.45601821,61.59017042,61.59017042
NH2COa,"InChI=1S/CH2NO/c2-1-3/h(H2,2,3)","N=[C]O",2,0,-2.078077668,-2.053828219,-2.053828219
NH2COb,"InChI=1S/CH2NO/c2-1-3/h(H2,2,3)","N=[C]O",2,0,-2.078077668,-2.053828219,-2.053828219
CH3NO,"InChI=1S/CH3NO/c1-2-3/h1H3","CN=O",1,0,19.46485939,19.54648801,19.54648801
CHCHNOa,"InChI=1S/C2H2NO/c1-2-3-4/h1-2H","[CH]=CN=O",2,0,101.3041499,101.2984192,101.2984192
CHCHNOb,"InChI=1S/C2H2NO/c1-2-3-4/h1-2H","[CH]=CN=O",2,0,101.3041499,101.2984192,101.2984192
CH2CHNO,"InChI=1S/C2H3NO/c1-2-3-4/h2H,1H2","C=CN=O",1,0,41.86376627,41.92710049,41.92710049
CH3CHNOa,"InChI=1S/C2H4NO/c1-2-3-4/h2H,1H3","CC=N[O]",2,0,30.07189904,29.9219135,29.9219135
CH3CHNOb,"InChI=1S/C2H4NO/c1-2-3-4/h2H,1H3","CC=N[O]",2,0,30.07189904,29.9219135,29.9219135
CH3CH2NO,"InChI=1S/C2H5NO/c1-2-3-4/h2H2,1H3","CCN=O",1,0,14.26445442,14.3180939,14.3180939
NCOO,"InChI=1S/CNO2/c2-1-4-3","N#CO[O]",2,0,67.45894886,67.40524772,67.40524772
CH2N(O)O,"InChI=1S/CH2NO2/c1-2(3)4/h1H2","C=[N+]([O])[O-]",2,0,33.7925672,33.42746899,33.42746899
CH3N(O)O,"InChI=1S/CH3NO2/c1-2(3)4/h1H3","C[N+](=O)[O-]",1,0,-14.47355295,-14.70312829,-14.70312829
CH3ONO,"InChI=1S/CH3NO2/c1-4-2-3/h1H3","CON=O",1,0,-13.03454242,-12.9056516,-12.9056516
CH2N(O)OH,"InChI=1S/CH3NO2/c1-2(3)4/h1H2,(H,3,4)","C=[N+]([O-])O",2,0,-0.725437088,-0.866577671,-0.866577671
CH3N(O)OH,"InChI=1S/CH4NO2/c1-2(3)4/h3H,1H3","CN([O])O",2,0,-3.198747672,-3.20436539,-3.20436539
OHOH,"InChI=1S/H2O2/c1-2/h1-2H","OO",1,-30.83898522,-30.88756766,-30.83898522,-30.83898522
(CH3)2CH(OH),"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","CC(O)C",1,0,-59.2390429,-59.27195674,-59.27195674
C,"InChI=1S/C","[C]",3,169.8905919,170.0343636,169.99549,169.8905919
C-CHCH2CH,"InChI=1S/C3H4/c1-2-3-1/h1-2H,3H2","C1[CH][CH]1",1,69.85189034,69.86104842,69.78677573,69.85189034
CCCCCN,"InChI=1S/C5N/c1-2-3-4-5-6","[C]#CC#CC#N",2,0,225.5697425,225.6795053,225.6795053
CCCCH,"InChI=1S/C4H/c1-3-4-2/h1H","C#CC#[C]",2,0,191.7272633,191.8324287,191.8324287
CCCCO,"InChI=1S/C4H2O/c1-2-3-4-5/h1H2","[C][C]C#C[O]",3,0,53.83895438,53.77105748,53.77105748
CCCN,"InChI=1S/C3N/c1-2-3-4","[C]#CC#N",2,171.3121205,171.4282852,,171.3121205
CCO,"InChI=1S/C2O/c1-2-3","[C][C][O]",3,90.05900418,90.07770732,,90.05900418
CCOOH,"InChI=1S/C2HO2/c1-2-4-3/h3H","OOC#[C]",2,0,42.89051298,,42.89051298
CH,"InChI=1S/CH/h1H","[CH]",2,141.6566879,141.7613448,,141.6566879
CH2,"InChI=1S/CH2/h1H2","[CH2]",1,102.4582372,102.5623939,,102.4582372
CH2,"InChI=1S/CH2/h1H2","[CH2]",3,102.4582372,102.5623939,,102.4582372
CH2CHN,"InChI=1S/C2H3N/c1-2-3/h2H,1H2","[CH2]C=[N]",3,,,,
CH2OCHO,"InChI=1S/C2H3O2/c1-4-2-3/h2H,1H2","[CH2]OC=O",2,0,-35.71335017,,-35.71335017
CH3C(O)CH3,"InChI=1S/C3H6O/c1-3(2)4/h1-2H3","CC(=O)C",1,0,-47.8343202,,-47.8343202
CH3CCH3,"InChI=1S/C3H6/c1-3-2/h1-2H3","C[C]C",4,0,75.45314169,,75.45314169
CH3CH,"InChI=1S/C2H4/c1-2/h1H,2H3","C[CH]",3,,,,
CH3CH2CH,"InChI=1S/C3H6/c1-3-2/h1H,3H2,2H3","CC[CH]",3,,,,
CH3N,"InChI=1S/CH3N/c1-2/h1H3","C[N]",3,,,,
CH3OCO,"InChI=1S/C2H3O2/c1-4-2-3/h1H3","CO[C][O]",2,0,-36.17508957,,-36.17508957
CH3OON,"InChI=1S/CH3NO2/c1-3-4-2/h1H3","COO[N]",1,0,19.39619079,,19.39619079
CHCCCCH,"InChI=1S/C5H2/c1-3-5-4-2/h1-2H","[CH]C#CC#C",3,,,,
CHCCH,"InChI=1S/C3H2/c1-3-2/h1-2H","[CH]C#C",3,,,,
CHCCHN,"InChI=1S/C3H2N/c1-2-3-4/h1,3H","[N]=CC#C",2,0,119.1674667,,119.1674667
CHCHCNa,"InChI=1S/C3H2N/c1-2-3-4/h1-2H","[CH][CH]C#N",2,0,106.8912677,,106.8912677
CHCHCNb,"InChI=1S/C3H2N/c1-2-3-4/h1-2H","[CH][CH]C#N",2,0,106.8912677,,106.8912677
CHCHOa,"InChI=1S/C2H2O/c1-2-3/h1-2H","[CH]C=O",3,,,,
CHCHOb,"InChI=1S/C2H2O/c1-2-3/h1-2H","[CH]C=O",3,,,,
CNO,"InChI=1S/CH2NO/c1-2-3/h1H2","[C][N][O]",2,0,38.34670451,38.29281026,38.29281026
COH,"InChI=1S/CH3O/c1-2/h2H,1H2","[C]O",2,-2.588391679,-2.520461219,-2.588391679,-2.588391679
H,"InChI=1S/H","[H]",2,51.64585646,51.64728279,,51.64585646
N,"InChI=1S/N","[N]",4,112.2508009,112.4130156,,112.2508009
NCN,"InChI=1S/CN2/c2-1-3","[N]C#N",3,,,,
NH2C(O)NH2a,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)","NC(=O)N",1,0,-51.22052596,,-51.22052596
NH2C(O)NH2b,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)","NC(=O)N",1,0,-51.22052596,,-51.22052596
NH2CHOa,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)","NC=O",1,0,-44.13909649,,-44.13909649
NH2CHOb,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)","NC=O",1,0,-44.13909649,,-44.13909649
NH2NOa,"InChI=1S/H2N2O/c1-2-3/h(H2,1,3)","N[N][O]",1,0,20.97094431,,20.97094431
NH2NOb,"InChI=1S/H2N2O/c1-2-3/h(H2,1,3)","N[N][O]",1,0,20.97094431,,20.97094431
NOH,"InChI=1S/HNO/c1-2/h2H","[N]O",3,,,,
O,"InChI=1S/O","[O]",3,58.80645108,59.0613695,,58.80645108
OCCO,"InChI=1S/C2O2/c3-1-2-4","[O]C#C[O]",3,,,,
OCCOH,"InChI=1S/C2HO2/c3-1-2-4/h3H","OC#C[O]",2,0,5.084777753,,
OCO,"InChI=1S/CO2/c2-1-3","O=C=O",1,-93.94734758,-94.03079492,,-93.94734758
OHCHCO,"InChI=1S/C2H2O2/c3-1-2-4/h1,3H","OC=C=O",1,0,-34.71862488,,
ON(O)O,"InChI=1S/NO3/c2-1(3)4","[O]N([O])[O]",2,0,18.48319371,,
ONO,"InChI=1S/NO2/c2-1-3","[O][N][O]",2,8.655548039,8.76290623,,8.655548039
ONOH,"InChI=1S/HNO2/c2-1-3/h(H,2,3)","O[N][O]",1,,,,
c-OC(O)O,"InChI=1S/CO3/c2-1-3-4-1","O=C1OO1",1,0,-38.60422288,,-38.60422288
c-CCCH,"InChI=1S/C3H/c1-2-3-1/h1H","[CH]1[C][C]1",2,169.9625914,170.0706601,,169.9625914
c-CH(O)CH2Oa,"InChI=1S/C2H3O2/c3-2-1-4-2/h2H,1H2/t2-/m1/s1","[O][C@H]1CO1",2,0,-7.9046995,,-7.9046995
c-CH(O)CH2Ob,"InChI=1S/C2H3O2/c3-2-1-4-2/h2H,1H2/t2-/m0/s1","[O][C@H]1CO1",2,0,-7.9046995,,-7.9046995
c-CH2CH2CH2CH2,"InChI=1S/C4H8/c1-2-4-3-1/h1-4H2","C1CCC1",1,0,12.33682476,,12.33682476
c-CHCHCHC,"InChI=1S/C4H3/c1-2-4-3-1/h1-3H","[CH]1[C]C=C1",2,0,156.6715052,,156.6715052
c-CHCHCHCHC,"InChI=1S/C5H4/c1-2-4-5-3-1/h1-4H","[CH]1C=[C]C=C1",3,,,,
CH2C(CH3)3,"InChI=1S/C5H11/c1-5(2,3)4/h1H2,2-4H3","[CH2]C(C)(C)C",2,,17.54,17.21,17.21
C(CH3)4,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3","C(C)(C)(C)C",1,,-31.74,-31.96,-31.96
CH2C(OH)(CH3)2,"InChI=1S/C4H9O/c1-4(2,3)5/h5H,1H2,2-3H3","[CH2]C(O)(C)C",2,,-18.14,-18.37,-18.37
OHC(CH3)3,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3","OC(C)(C)C",1,,-67.48,-67.60,-67.60
NCONH,"InChI=1S/CHN2O/c2-1-4-3/h3H","[NH]OC#N",2,,,,
NCNHO,"InChI=1S/CHN2O/c2-1-3-4/h3H","[O]NC#N",2,,,,
NCNO,"InChI=1S/CN2O/c2-1-3-4","O=NC#N",1,,,,
NCNOH,"InChI=1S/CHN2O/c2-1-3-4/h4H","O[N]C#N",2,,,,
Cl2,"InChI=1S/Cl2/c1-2","ClCl",1,,,,
HCl,"InChI=1S/ClH/h1H","Cl",1,,,,
CC(C)[CH2],"InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3","CC(C)[CH2]",2,0,23.3706407,23.23089473,23.23089473
CC(O)[CH2]a,"InChI=1S/C3H7O/c1-3(2)4/h3-4H,1H2,2H3/t3-/m1/s1","CC(O)[CH2]",2,0,-10.33188448,-10.42057688,-10.42057688
CC(O)[CH2]b,"InChI=1S/C3H7O/c1-3(2)4/h3-4H,1H2,2H3/t3-/m0/s1","CC(O)[CH2]",2,0,-10.33188448,-10.42057688,-10.42057688
CC(O)C,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","CC(O)C",1,0,-59.2390429,-59.27195674,-59.27195674
[CH2]CO,"InChI=1S/C2H5O/c1-2-3/h3H,1-2H2","[CH2]CO",2,0,-2.898008267,-2.958711522,-2.958711522
NHNH,"InChI=1S/H2N2/c1-2/h1-2H/b2-1+","[H]/N=N/[H]",1,49.50656029,49.44581693,-19999948.55,49.50656029
CHNH,"InChI=1S/CH2N/c1-2/h1-2H","[CH]=N",2,65.90748503,65.85417871,65.90748503,65.90748503
C2,"InChI=1S/C2/c1-2","[C]#[C]",1,195.911242,195.5153848,,195.911242
CHCHCH,"InChI=1S/C3H3/c1-3-2/h1-3H","[CH][CH][CH]",4,,,,
